gene_id	gene_name	log2FoldChange	log2CPM	baseMean	description
LOC101270039	PKP2	3.7	2.18	15.29	plakophilin 2
LOC101281263	DDX51	-1.65	6.04	184.7	DEAD-box helicase 51
LOC101271792	SLC2A3	-1.32	4.94	102.57	solute carrier family 2, facilitated glucose transporter member 3
LOC101279508	RBBP5	1.5	4.33	48.32	RB binding protein 5, histone lysine methyltransferase complex subunit
LOC125961948	LOC125961948	-2.47	2.06	14.92	uncharacterized LOC125961948
LOC101277153	SLC35E4	-1.52	4.98	97.72	solute carrier family 35 member E4
LOC101277225	STON2	1.19	5.57	148.86	stonin 2
LOC101277742	RPL26	1.64	7.01	358.68	ribosomal protein L26
LOC101278455	TIGD5	-1.46	5.51	133.44	tigger transposable element derived 5
C7H2orf76	C7H2orf76	3.04	1.45	6.12	chromosome 7 C2orf76 homolog
LOC101269320	PDZD11	1.8	3.52	28.26	PDZ domain containing 11
LOC101274116	LEXM	5.15	1.45	8.37	lymphocyte expansion molecule
SEPTIN10	SEPTIN10	1.46	5.64	117.58	septin 10
LOC101288232	HOOK1	1.98	3.6	32.07	hook microtubule tethering protein 1
LOC101276626	ZRANB2	1.31	5.2	85.4	zinc finger RANBP2-type containing 2
LOC101280921	PARD3	1.29	6.83	495.75	par-3 family cell polarity regulator
LOC101273030	PAG1	2.95	4.24	42.8	phosphoprotein membrane anchor with glycosphingolipid microdomains 1
LOC101285974	DZIP1L	-1.43	5.72	141.43	DAZ interacting zinc finger protein 1 like
LOC101282471	JMY	-1.1	6.09	211.25	junction mediating and regulatory protein, p53 cofactor
LOC101289701	MCL1	-1.28	6.42	260.02	MCL1 apoptosis regulator, BCL2 family member
LOC101288862	NYNRIN	-1.58	5.72	133.27	NYN domain and retroviral integrase containing
LOC101284072	RABEP2	-1.13	6.16	158.74	rabaptin, RAB GTPase binding effector protein 2
LOC101279593	TMEM176B	-1.61	4.24	44.59	transmembrane protein 176B
LOC101280841	LOC101280841	2.95	3.26	20.1	histone H2B type 1-M
LOC101289128	DENND3	-1.39	5.47	101.85	DENN domain containing 3
LOC101279564	RAB38	2.29	6.2	180.06	RAB38, member RAS oncogene family
FAM241A	FAM241A	-2.06	3.13	24.18	family with sequence similarity 241 member A
LOC101273613	SERPINE1	-2.39	4.57	54.96	serpin family E member 1
LOC101271803	NPAT	1.14	4.15	59.2	protein NPAT
LOC101284636	CARD9	-1.58	4.04	37.82	caspase recruitment domain family member 9
LOC101281614	EIF4E2	1.24	3.82	68.52	eukaryotic translation initiation factor 4E family member 2
LOC101280807	PLEKHA2	-1.05	6.85	172.66	pleckstrin homology domain containing A2
LOC101281203	CTCFL	6.06	1.52	9.35	CCCTC-binding factor like
LOC101286669	AFAP1	-0.97	6.17	154.07	actin filament associated protein 1
LOC101287517	GALNT3	4.08	2.33	11.53	polypeptide N-acetylgalactosaminyltransferase 3
LOC101273096	CDSN	5.24	1.29	5.79	corneodesmosin
LOC101287522	PM20D2	-1.1	4.51	68.22	peptidase M20 domain containing 2
LOC101271945	ARL6IP4	-1.21	4.9	84.07	ADP ribosylation factor like GTPase 6 interacting protein 4
LOC101278855	EIF3E	1.67	5.69	171.17	eukaryotic translation initiation factor 3 subunit E
LOC101285801	P3H3	-1.42	7.74	539.17	prolyl 3-hydroxylase 3
LOC101269810	DCAF13	1.56	4.42	49.03	DDB1 and CUL4 associated factor 13
LOC101274249	PHF23	-0.97	4.95	84.24	PHD finger protein 23
LOC101269718	BRD9	-1.08	6.16	186.02	bromodomain containing 9
LOC105748013	LOC105748013	-2.04	3.73	35.55	cyclin-dependent kinase 2-associated protein 1-like
LOC101274641	CCDC85B	-1.48	4.83	75.4	coiled-coil domain containing 85B
LOC101281723	ZNF275	-1.38	5.03	87.44	zinc finger protein 275
LOC101289112	TSPAN13	-1.41	4.02	48.6	tetraspanin 13
LOC101275764	SMO	-1.31	5.9	121.61	smoothened, frizzled class receptor
LOC101274413	RNF126	-1.47	6.42	192.86	ring finger protein 126
LOC101280515	SWAP70	-1.11	5.77	191.38	switching B cell complex subunit SWAP70
LOC101284309	CES5A	3.77	1.66	11.98	carboxylesterase 5A
LOC101272516	FAM8A1	-1.17	5.01	107.84	family with sequence similarity 8 member A1
LOC101270599	LCT	1.81	4.55	52.17	lactase
LOC101289887	DNAH3	2.82	3.72	49.37	dynein axonemal heavy chain 3
LOC101282807	APPL1	1.16	5.39	148.28	adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1
LOC101281089	LOC101281089	1.99	5.3	126.09	histone H2B type 1-C/E/F/G/I-like
LOC101281105	CBX6	-1.29	7.39	280.57	chromobox 6
LOC101278499	LMLN	1.6	4	31.74	leishmanolysin like peptidase
LOC101272069	PRUNE1	1.99	3.56	29.61	prune exopolyphosphatase 1
LOC101277786	KIF20A	3.46	3.2	27.95	kinesin family member 20A
LOC101272958	CCDC3	-1.49	5.94	135.24	coiled-coil domain containing 3
LOC101277615	FOXF1	-2.26	2.29	17.14	forkhead box F1
LOC101283852	KANK2	-1.32	7.93	768.21	KN motif and ankyrin repeat domains 2
CAVIN3	CAVIN3	-1.36	8.64	867.35	caveolae associated protein 3
LOC101275659	NELFB	-1.32	6.87	296.67	negative elongation factor B
LOC101277857	IL33	2.95	2.35	21.62	interleukin 33
LOC101286607	ABHD14A	-1.21	5.41	102.92	abhydrolase domain containing 14A
LOC125960842	LOC125960842	13.86	5.27	278.62	uncharacterized LOC125960842
LOC101270559	WAC	1.48	5.87	169.26	WW domain containing adaptor with coiled-coil
LOC125964794	LOC125964794	-3.1	7.53	381.76	uncharacterized protein C6orf132 homolog
LOC101285891	SEC31A	1.12	NA	368.99	SEC31 homolog A, COPII coat complex component
LOC101275020	DENND4C	1.21	NA	248.01	DENN domain containing 4C
LOC101283399	TCEAL3	-1.94	4.65	61.17	transcription elongation factor A like 3
LOC101272939	TNFSF4	5.92	1.99	16.39	TNF superfamily member 4
LOC101275920	APC	1.08	NA	265.77	APC regulator of WNT signaling pathway
LOC101269664	LATS2	-1.21	5.69	172.57	large tumor suppressor kinase 2
LOC101273580	SALL4	3.67	3.95	40.09	spalt like transcription factor 4
LOC101276154	ZNF572	2.38	3.45	28.18	zinc finger protein 572
LOC101290428	RARS2	1.55	5.29	100.01	arginyl-tRNA synthetase 2, mitochondrial
LOC101273202	TLDC2	-3.93	2.72	44.82	TBC/LysM-associated domain containing 2
LOC101287958	TRPS1	1.09	NA	288.83	transcriptional repressor GATA binding 1
LOC101288260	FGF7	2.04	5.05	98.21	fibroblast growth factor 7
LOC101284762	DENND4A	1.2	NA	99.05	DENN domain containing 4A
LOC101280483	AP3B1	1.14	NA	195.82	adaptor related protein complex 3 subunit beta 1
LOC101290273	ANK1	3.57	3.01	22.8	ankyrin 1
LOC101272614	TMEM200C	-1.95	4.66	56.4	transmembrane protein 200C
LOC101285686	SEC24B	1.22	NA	141.77	SEC24 homolog B, COPII coat complex component
LOC101270821	IGSF9B	2.21	4.45	63.81	immunoglobulin superfamily member 9B
LOC101285388	ZC3H11A	1.14	NA	348.21	zinc finger CCCH-type containing 11A
LOC101282899	BCKDHB	1.29	5.38	116.41	branched chain keto acid dehydrogenase E1 subunit beta
LOC101278085	SDHB	1.21	NA	67.46	succinate dehydrogenase complex iron sulfur subunit B
LOC101288638	DAZAP1	-1.39	7.16	364.8	DAZ associated protein 1
LOC101282631	ADRA1D	-2.39	2.97	18.15	adrenoceptor alpha 1D
LOC101288122	ZNF385B	5.19	1.51	7.2	zinc finger protein 385B
LOC101277456	LOC101277456	5.85	0.98	5.5	zinc finger protein 709-like
AZIN1	AZIN1	1.09	NA	109.2	antizyme inhibitor 1
LOC101269221	PLEKHA5	1.48	6.46	238.37	pleckstrin homology domain containing A5
LOC101284261	APCDD1	-1.04	6.78	288.48	APC down-regulated 1
LOC101271333	RFC1	1.12	NA	216.05	replication factor C subunit 1
LOC101276880	SGPP2	2.89	3.25	23	sphingosine-1-phosphate phosphatase 2
LOC101282006	KCNA6	3.77	3.5	32.92	potassium voltage-gated channel subfamily A member 6
LOC101287412	EVI5L	-1.14	5.79	136.56	ecotropic viral integration site 5 like
LOC101287876	FOCAD	1.19	6.13	159.17	focadhesin
LOC101279496	RASGEF1B	2.71	2.84	20.93	RasGEF domain family member 1B
LOC101275267	ALG9	1.3	4.46	35.97	ALG9 alpha-1,2-mannosyltransferase
LOC101275462	ZNF592	-1.08	7.97	647.62	zinc finger protein 592
LOC105748905	LOC105748905	2.62	2.6	16.49	zinc finger protein with KRAB and SCAN domains 7-like
LOC125961791	LOC125961791	4.86	2.58	29.31	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit-like
LOC101288043	EIF4A1	1.2	NA	403.14	eukaryotic translation initiation factor 4A1
LOC101280041	RPA1	1.06	NA	108.97	replication protein A1
LOC101287657	RAD54B	2.06	3.59	39.42	RAD54 homolog B
LDAF1	LDAF1	2.74	3.7	36.83	lipid droplet assembly factor 1
LOC101287723	RAD51C	1.75	4.75	78.84	RAD51 paralog C
LOC101277242	MAP7D1	-1.36	7.38	406.78	MAP7 domain containing 1
LOC101277849	KNTC1	5.2	3.19	25.53	kinetochore associated 1
LOC101272716	KLF6	-0.96	NA	303.52	KLF transcription factor 6
LOC101284718	CSTF2	1.87	2.93	19.25	cleavage stimulation factor subunit 2
LOC101282730	ANGPT4	-2.49	4.45	37.29	angiopoietin 4
LOC101271893	DCLK2	-1.37	5.94	149.64	doublecortin like kinase 2
LOC101279329	LOC101279329	5.1	1.9	9.51	kynurenine/alpha-aminoadipate aminotransferase, mitochondrial
LOC101289812	IPO5	1.19	NA	285.48	importin 5
LOC101270269	GPR64	1.96	4.73	72.62	adhesion G protein-coupled receptor G2
LOC101287369	LOC101287369	1.2	NA	289.26	adaptor related protein complex 2 subunit beta 1
LOC101274465	STOX1	3.45	3.22	28.44	storkhead box 1
LOC101273097	ADGRF1	2.44	3	22.25	adhesion G protein-coupled receptor F1
LOC101270357	FRMD6	1.21	NA	306.69	FERM domain containing 6
LOC101275307	MUC19	3.97	2.8	21.88	mucin 19, oligomeric
LOC101283070	ENTPD7	1.25	5.17	77.32	ectonucleoside triphosphate diphosphohydrolase 7
LOC101278515	TMEM92	3.01	3.02	21.94	transmembrane protein 92
LOC101278632	UBTF	-1.09	7.93	686.88	upstream binding transcription factor
LOC101273666	CINP	2.17	2.54	14.05	cyclin dependent kinase 2 interacting protein
LOC101278141	INPP5A	-1.23	6.45	215.89	inositol polyphosphate-5-phosphatase A
LOC101289876	RBBP4	1.28	NA	161.5	RB binding protein 4, chromatin remodeling factor
LOC101271292	EXOC5	1.19	NA	132.71	exocyst complex component 5
LOC101280810	CGN	2.89	3.59	29.57	cingulin
LOC101290150	PIAS1	1.31	NA	78.53	protein inhibitor of activated STAT 1
LOC101269465	LMTK3	5.14	1.81	10.26	lemur tyrosine kinase 3
LOC101281680	MAST3	-1.21	5.84	125.7	microtubule associated serine/threonine kinase 3
LOC101276352	RRAGA	1.1	NA	132.99	Ras related GTP binding A
LOC101283315	DNAH8	1.33	5.78	171.44	dynein axonemal heavy chain 8
LOC101276089	CD109	1.21	NA	234.12	CD109 molecule
LOC125963847	LOC125963847	3.91	2.3	20.72	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit-like
LOC101277858	TMEM184B	-1.25	6.23	186.92	transmembrane protein 184B
LOC101279944	B3GAT3	-1.11	5.1	78.2	beta-1,3-glucuronyltransferase 3
LOC101279157	RHOF	-1.17	6.62	239.09	ras homolog family member F, filopodia associated
LOC101286595	ASAP3	-1.16	6.95	223.25	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
LOC101273146	CDH16	6.47	2.1	13.94	cadherin 16
LOC101285957	COLGALT2	-1.34	5.57	118.14	collagen beta(1-O)galactosyltransferase 2
LOC101271198	ANXA1	1.53	NA	804.41	annexin A1
LOC117196370	IPCEF1	2.82	2.45	17.8	interaction protein for cytohesin exchange factors 1
LOC101271110	WWC1	2.87	4.86	71.7	WW and C2 domain containing 1
LOC101289002	NKAIN3	6.45	1.67	9.64	sodium/potassium transporting ATPase interacting 3
LOC101279469	MAP1LC3A	-1.08	6.18	179.12	microtubule associated protein 1 light chain 3 alpha
LOC101270849	HEPACAM2	4.16	1.41	7.86	HEPACAM family member 2
LOC101289367	SCN3A	5.53	2.19	18.01	sodium channel protein type 3 subunit alpha
LOC101290062	XPOT	0.97	NA	267.55	exportin for tRNA
LOC101280881	RAB43	-0.94	6.85	245.3	RAB43, member RAS oncogene family
LOC101283938	ZZZ3	1.06	NA	106.85	zinc finger ZZ-type containing 3
LOC101281112	LOC101281112	4.33	2.35	11.65	52 kDa repressor of the inhibitor of the protein kinase-like
LOC101273272	HLX	-1.27	4.1	44.62	H2.0 like homeobox
LOC125960245	LOC125960245	-1.15	5.24	105.77	polyamine modulated factor 1
LOC101276392	ZFX	1.12	NA	123.81	zinc finger protein X-linked
LOC101285231	B4GALNT2	4.62	2.31	14.59	beta-1,4-N-acetyl-galactosaminyltransferase 2
LOC101284710	BZW1	1.15	NA	249.73	basic leucine zipper and W2 domains 1
LOC101272906	FYCO1	-0.96	7.3	407.4	FYVE and coiled-coil domain autophagy adaptor 1
LOC101284393	USP20	-1.39	6.8	196.06	ubiquitin specific peptidase 20
LOC101278146	TMC4	3.73	2.63	15.61	transmembrane channel like 4
LOC117197053	LOC117197053	2.8	2.77	20.19	eukaryotic translation initiation factor 2 subunit 3-like
LOC101276320	STK40	-1.02	5.77	147.28	serine/threonine kinase 40
LOC101282518	FAM117A	-1.1	5.6	101.56	family with sequence similarity 117 member A
LOC101289765	UGT8	3.3	3.19	28.88	UDP glycosyltransferase 8
LOC101274341	KIAA1614	-1.17	5.85	134.33	KIAA1614 ortholog
LOC101270798	RRM2	3.71	3.24	25.44	ribonucleotide reductase regulatory subunit M2
LOC101269242	PRPF40A	0.96	NA	173.37	pre-mRNA processing factor 40 homolog A
LOC101270025	HAT1	1.85	3.18	24.05	histone acetyltransferase 1
LOC101285951	GANC	2.29	3.41	33.96	glucosidase alpha, neutral C
LOC101274197	LRRC49	3.42	2.08	12.9	leucine rich repeat containing 49
LOC101275263	SSBP1	1.94	3.28	59.63	single stranded DNA binding protein 1
LOC101283502	SCRT2	5.65	1.71	10.35	scratch family transcriptional repressor 2
LOC101272169	MAN2A1	1.28	4.75	48.28	mannosidase alpha class 2A member 1
LOC101269595	CD34	-1.1	NA	748	CD34 molecule
LOC101289962	PPP1R37	-1.13	6.55	176.64	protein phosphatase 1 regulatory subunit 37
LOC101281847	ESYT3	1.99	4.21	51.85	extended synaptotagmin 3
LOC101282182	ATP8A2	6.57	2.07	13.62	ATPase phospholipid transporting 8A2
LOC101289108	HSPE1	1.46	4.95	95.98	heat shock protein family E (Hsp10) member 1
LOC125960840	LOC125960840	6.34	7	293.01	uncharacterized LOC125960840
LOC101280380	CLSPN	2.75	3.37	25.61	claspin
LOC101278111	PAPOLA	1.28	NA	226.68	poly(A) polymerase alpha
LOC101269763	USP53	1.39	5.61	122.44	ubiquitin specific peptidase 53
LOC101284973	CASP8AP2	1.04	NA	90.86	caspase 8 associated protein 2
LOC101278976	KAT6B	1.07	NA	129.66	lysine acetyltransferase 6B
LOC101283154	TTK	3.39	NA	16.84	TTK protein kinase
MIDEAS	MIDEAS	-1.16	NA	464.41	mitotic deacetylase associated SANT domain protein
LOC101282398	HRH2	6.97	2.42	15.98	histamine receptor H2
LOC101277726	BCLAF1	0.95	NA	285.2	BCL2 associated transcription factor 1
LOC101281351	PCM1	1.08	NA	311.27	pericentriolar material 1
LOC101279056	PAWR	-1.8	5.63	151.5	pro-apoptotic WT1 regulator
LOC101273044	TRIOBP	-1.07	NA	414.65	TRIO and F-actin binding protein
LOC101273075	ZNF280A	6.5	1.32	8.13	zinc finger protein 280A
LOC101272015	TMEM139	5.5	1.74	10.47	transmembrane protein 139
LOC101270566	VPS9D1	-1.59	6.17	208.17	VPS9 domain containing 1
LOC101282854	FCF1	1.71	3.29	22.26	FCF1 rRNA-processing protein
LOC101269825	ACAP2	0.97	NA	142.57	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2
LOC101287487	IQCB1	1.66	3.13	30.64	IQ motif containing B1
LOC101271070	LMO2	-1.29	5.48	106.42	LIM domain only 2
LOC101281071	NOC3L	1.24	3.87	58.01	NOC3 like DNA replication regulator
LOC101280400	PDYN	3.3	1.56	7.85	prodynorphin
LOC101269610	IL36G	5.68	1.6	6.43	interleukin 36 gamma
LOC101286076	POLM	-1.24	6.53	223.08	DNA polymerase mu
LOC101285935	NME7	1.68	3.36	19.09	NME/NM23 family member 7
LOC101280312	APPBP2	1.08	NA	125.92	amyloid beta precursor protein binding protein 2
LOC101286486	FLI1	-1.31	5.96	142.41	Fli-1 proto-oncogene, ETS transcription factor
LOC101285825	BLVRA	1.27	NA	84.51	biliverdin reductase A
PJVK	PJVK	3.53	0.93	5.03	pejvakin
LOC101271320	GPC5	5.71	1.24	6.79	glypican 5
PWWP3A	PWWP3A	-1.35	5.97	134.4	PWWP domain containing 3A, DNA repair factor
LOC101269925	NAA40	-0.97	5.51	119.81	N-alpha-acetyltransferase 40, NatD catalytic subunit
LOC101270258	PDE5A	-1.56	5.65	122.29	phosphodiesterase 5A
LOC101273430	FRK	5.32	1.56	7.68	fyn related Src family tyrosine kinase
LOC101283166	TBCD	-0.99	NA	513.72	tubulin folding cofactor D
LOC101288827	ZBTB16	-1.5	8.16	603.17	zinc finger and BTB domain containing 16
LOC101280022	GHDC	-1.39	5.38	97.99	GH3 domain containing
LOC101280338	ARMC8	1.11	NA	75.97	armadillo repeat containing 8
LOC101286719	SLC16A7	1.71	4.53	63.67	solute carrier family 16 member 7
LOC101276464	DNA2	1.45	NA	62.82	graves disease carrier protein
LOC101281681	REV1	1.33	5.36	98.52	REV1 DNA directed polymerase
LOC105747704	STON1	1.27	NA	73.02	stonin 1
LOC101290229	LPCAT3	2.17	4.02	45.34	lysophosphatidylcholine acyltransferase 3
LOC101288217	THUMPD1	1.31	NA	53.37	THUMP domain containing 1
LOC101276127	TCHP	-1.69	5.55	127.73	trichoplein keratin filament binding
LOC101278286	ABCG1	-1.49	6.17	173.49	ATP binding cassette subfamily G member 1
INSYN2B	INSYN2B	4.99	2.12	11.77	inhibitory synaptic factor family member 2B
LOC101288280	RET	4.09	2.45	15.28	ret proto-oncogene
LOC101274732	OTOG	3.58	3.37	26.22	otogelin
LOC101280784	DMXL2	1.07	NA	123.84	Dmx like 2
LOC101283937	CACNA1I	3.62	2.98	20.74	calcium voltage-gated channel subunit alpha1 I
LOC101285569	LOC101285569	1.43	5.39	132.3	40S ribosomal protein S4, X isoform-like
LOC101270285	CAPN2	-0.74	NA	806.38	calpain 2
LOC101283707	MAPK8IP1	-1.58	4.11	52.42	mitogen-activated protein kinase 8 interacting protein 1
LOC101275322	CSF3R	3.75	1.96	7.73	colony stimulating factor 3 receptor
LOC101286491	ERH	1.59	3.77	47.18	ERH mRNA splicing and mitosis factor
LOC101288761	ZC3H7B	-0.74	NA	200.17	zinc finger CCCH-type containing 7B
LOC101278634	ADM5	-1.61	3.63	30.1	adrenomedullin 5 (putative)
LOC101275597	SUPT5H	-0.71	NA	482.02	SPT5 homolog, DSIF elongation factor subunit
LOC101285928	RPS18	1.44	NA	690.83	ribosomal protein S18
LOC101271561	GTF2H1	1.41	NA	79.74	general transcription factor IIH subunit 1
LOC101272789	FAR1	1.56	NA	177.81	fatty acyl-CoA reductase 1
LOC101282993	WDR35	1.59	3.15	30.17	WD repeat domain 35
LOC101271222	CCM2	-1.03	NA	201.62	CCM2 scaffold protein
LOC101290332	DCTN4	1.04	NA	132.51	dynactin subunit 4
LOC101289808	CHCHD3	1.42	NA	65.66	coiled-coil-helix-coiled-coil-helix domain containing 3
LOC101289949	AKT1S1	-1.25	5.06	102.29	AKT1 substrate 1
SELENOF	SELENOF	1.44	5.54	115.05	selenoprotein F
LOC101275077	SLC5A8	5.76	1.83	10.92	solute carrier family 5 member 8
LOC101287395	AQR	1.14	NA	114.17	aquarius intron-binding spliceosomal factor
LOC101279764	KIAA1671	-1.21	NA	401.93	KIAA1671 ortholog
LOC101272315	LRP3	-1.56	5.11	81.4	LDL receptor related protein 3
LOC101289318	BLOC1S3	-1.87	3.55	32.22	biogenesis of lysosomal organelles complex 1 subunit 3
LOC101283106	LIPT1	2.71	1.91	9.17	lipoyltransferase 1
LOC101285790	MYCN	-1.84	3.26	20.21	MYCN proto-oncogene, bHLH transcription factor
LOC101289239	OCLN	5.71	1.54	9.2	occludin
LOC101281217	MTUS2	2.42	2.99	19.23	microtubule associated scaffold protein 2
CCN4	CCN4	4.2	2.52	17.3	cellular communication network factor 4
LOC101290053	TPR	1.1	NA	467.98	translocated promoter region, nuclear basket protein
LOC101283516	ZNF638	0.98	NA	252.52	zinc finger protein 638
LOC101281960	HAUS7	-1.14	5.62	140.74	HAUS augmin like complex subunit 7
LOC117195377	ZNF84	1.13	NA	105.42	zinc finger protein 84
LOC101269416	USO1	1.16	NA	154.03	USO1 vesicle transport factor
LOC101282502	TNFRSF1A	-1.36	5.81	121.58	TNF receptor superfamily member 1A
LOC101272197	CDC123	1.58	NA	69.05	cell division cycle 123
LOC101284341	ARPC3	1.55	3.97	30.86	actin related protein 2/3 complex subunit 3
LOC101283235	BMPR1A	1.46	4.48	72.83	bone morphogenetic protein receptor type 1A
LOC101279709	MRPL14	1.52	4.34	75.87	mitochondrial ribosomal protein L14
LOC101273691	RBPJ	1.23	NA	108.15	recombining binding protein suppressor of hairless
LOC101282672	BST2	-1.84	4.3	47.44	bone marrow stromal cell antigen 2
LOC101275739	AKAP9	0.99	NA	407.26	A-kinase anchoring protein 9
LOC101280478	REPS2	2.94	2.32	15.75	RALBP1 associated Eps domain containing 2
LOC101273503	NTRK1	4.33	2.1	9.17	neurotrophic receptor tyrosine kinase 1
LOC101283533	NFATC1	-1.06	6.78	272.64	nuclear factor of activated T cells 1
LOC101284347	COPB2	1.14	NA	225.92	COPI coat complex subunit beta 2
LOC101269173	ARPP19	1.68	3.36	82.53	cAMP regulated phosphoprotein 19
LOC101280772	CEMIP	2.2	4.85	76.73	cell migration inducing hyaluronidase 1
LOC101278295	GCC1	-1.26	5.01	90.31	GRIP and coiled-coil domain containing 1
LOC101272833	EHMT1	-1.11	NA	557.49	euchromatic histone lysine methyltransferase 1
LOC101273464	ASAP2	-1.04	7.14	248.29	ArfGAP with SH3 domain, ankyrin repeat and PH domain 2
LOC101273232	SEMA3C	1.96	NA	42.42	semaphorin 3C
LOC101275304	E2F8	4.17	2.23	15.16	E2F transcription factor 8
LOC101269955	TESK1	-1.12	6.32	150.17	testis associated actin remodelling kinase 1
LOC101284260	ARVCF	-1.51	4.69	56.51	ARVCF delta catenin family member
LOC101273561	CLASP2	1.01	NA	223.17	cytoplasmic linker associated protein 2
ATP5PO	ATP5PO	2.06	NA	33.33	ATP synthase peripheral stalk subunit OSCP
LOC101283464	MID1	0.99	NA	98.49	midline 1
LOC101281464	LOC101281464	1.9	NA	134.91	histone H2B type 2-F
LOC101274844	NCKAP1L	2.21	4	30.4	NCK associated protein 1 like
LOC101280094	CLINT1	1.33	NA	149.5	clathrin interactor 1
LOC101270860	LOC101270860	3.19	1.99	12.9	zinc finger protein 396
LOC101279821	SLC38A4	5.75	1.3	8.63	solute carrier family 38 member 4
LOC101279167	SNX4	1.14	NA	95.06	sorting nexin 4
LOC101283275	MED7	2.51	3.15	23.85	mediator complex subunit 7
LOC105747730	LOC105747730	3.07	1.91	10.8	3-beta-hydroxysteroid sulfotransferase-like
LOC101283083	DMWD	-1.26	4.68	60.33	DM1 locus, WD repeat containing
LOC101278012	CTR9	1.06	5.22	80.15	CTR9 homolog, Paf1/RNA polymerase II complex component
LOC101285163	AMFR	-0.69	NA	495.02	autocrine motility factor receptor
GET3	GET3	0.79	NA	207.36	guided entry of tail-anchored proteins factor 3, ATPase
LOC101287462	IMMP2L	-1.4	4.84	67.5	inner mitochondrial membrane peptidase subunit 2
LOC101288878	POMK	-1.1	6.3	184.91	protein O-mannose kinase
LOC101290450	MRPS17	1.97	NA	17.02	mitochondrial ribosomal protein S17
LOC101277681	ADCK2	-1.36	5.21	77.65	aarF domain containing kinase 2
LOC101283236	CDKAL1	1.95	4.23	41.77	CDK5 regulatory subunit associated protein 1 like 1
LOC101287915	PECAM1	-1.38	NA	677.91	platelet and endothelial cell adhesion molecule 1
LOC101285912	S100A11	1.82	NA	84.82	S100 calcium binding protein A11
LOC101271008	SYNPR	3.83	3.74	30.38	synaptoporin
LOC101272188	DNAJC16	1.15	NA	57.89	DnaJ heat shock protein family (Hsp40) member C16
LOC101269781	LOC101269781	1.46	NA	92.03	cytochrome b-c1 complex subunit 2, mitochondrial
LOC101269784	OLFML2A	-1.33	4.55	72.53	olfactomedin like 2A
LOC101272655	SPTA1	4.8	2.76	19.36	spectrin alpha, erythrocytic 1
LOC101283660	TUBD1	2.34	3.85	36.33	tubulin delta 1
LOC101290406	FAM162A	1.72	NA	49.92	family with sequence similarity 162 member A
LOC101284313	TAPBP	-1.02	NA	259.73	TAP binding protein
LOC101280133	CCDC66	1.31	4.56	74.13	coiled-coil domain containing 66
LOC101287027	GABRR2	3.13	2.08	14.39	gamma-aminobutyric acid type A receptor subunit rho2
LOC101269326	NCAN	5.84	1.97	14.99	neurocan
LOC101288710	NOL8	1.1	NA	73.75	nucleolar protein 8
LOC101273234	KRT13	3.65	NA	600.41	keratin 13
LOC101271231	TG	2.2	3.79	35.44	thyroglobulin
LOC101287325	EMR1	4.77	1.58	10.88	adhesion G protein-coupled receptor E1
LOC101275086	GLIPR2	2.35	3.93	34.61	GLI pathogenesis related 2
LOC101276633	LEPR	1.7	4.28	62.69	leptin receptor
LOC101270971	CD74	2.11	6.31	278.98	CD74 molecule
LOC101285884	ETS1	-0.9	NA	253.87	ETS proto-oncogene 1, transcription factor
LOC101269235	AATK	-1.86	4.67	85.84	apoptosis associated tyrosine kinase
LOC101280458	MMS22L	2.87	3.57	37.13	MMS22 like, DNA repair protein
LOC101278424	VWA3B	3.66	2.59	18.86	von Willebrand factor A domain containing 3B
LOC101288337	ABHD8	-1.27	3.99	44.61	abhydrolase domain containing 8
LOC101289594	SHC4	1.88	NA	136.82	SHC adaptor protein 4
LOC101288412	C1QL4	7.01	1.73	11.36	complement C1q like 4
LOC101275152	SORCS1	4.47	2.91	24.08	sortilin related VPS10 domain containing receptor 1
LOC101269838	MYO5C	2.58	3.5	25.73	myosin VC
LOC101278548	RASSF1	-1.1	5.4	86.53	Ras association domain family member 1
LOC101272236	GSDMD	-1.25	4.55	54.51	gasdermin D
