gene_id	gene_name	log2FoldChange	log2CPM	baseMean	description
LOC101287306	EXOC1L	-6.64	0.57	4.88	exocyst complex component 1 like
LOC125960291	LOC125960291	-4.91	2.46	23.25	RAD52 motif-containing protein 1-like
LOC101277193	LIPE	3.12	6.21	221.06	lipase E, hormone sensitive type
DGLUCY	DGLUCY	-5.65	1.41	8.45	D-glutamate cyclase
LOC101285010	CCDC70	-6.43	1.86	12.23	coiled-coil domain containing 70
LOC101287153	RBFOX3	-4.95	1.55	11.46	RNA binding fox-1 homolog 3
LOC117197264	LOC117197264	-6.5	0.26	3.94	olfactory receptor 4P4-like
LOC101288277	SCN2A	-3.16	4.34	203.23	sodium voltage-gated channel alpha subunit 2
LOC101286431	DIRAS1	-7.78	1.41	8.76	DIRAS family GTPase 1
OCM	OCM	-5.14	1.11	6.98	oncomodulin 2
LOC101273931	CFAP58	-2.51	3.51	38.51	cilia and flagella associated protein 58
LOC101275603	HSPB11	-3.73	6.12	292.19	heat shock protein family B (small) member 11
LOC101288095	GLRX	2.38	4.9	99.23	glutaredoxin
LOC101276047	LOC101276047	-6.28	0.69	6.66	glycerol kinase-like
LOC101275088	ADGRG7	-3.57	3.01	33.59	adhesion G protein-coupled receptor G7
LOC101289346	TRPM1	-4.79	8.22	961.13	transient receptor potential cation channel subfamily M member 1
LOC101280573	SCP2D1	-2.73	4.05	55.55	SCP2 sterol binding domain containing 1
LOC101286938	TYROBP	-3.57	2.25	15.43	transmembrane immune signaling adaptor TYROBP
LOC101281106	FGF5	-6.31	0.67	5.58	fibroblast growth factor 5
G6PC1	G6PC1	-5.72	2.56	21.89	glucose-6-phosphatase catalytic subunit 1
LOC101280949	GPR12	-6.53	1.27	9.17	G protein-coupled receptor 12
TEX47	TEX47	-6.88	0.37	5.44	testis expressed 47
LOC101272653	SALL1	-7.81	1.14	15.5	spalt like transcription factor 1
LOC125960987	LOC125960987	-4.16	2.2	16.62	zonadhesin-like
LOC101271935	KRT7	-5.29	1.41	9.02	keratin 7
LOC101279728	FOXB1	-6.48	1.25	9.54	forkhead box B1
LOC101288434	ROBO3	-3.43	2.68	22.04	roundabout guidance receptor 3
LOC101278113	COL4A4	-4.55	2.14	18.54	collagen type IV alpha 4 chain
LOC101289356	BTBD8	-2.29	4.66	82.59	BTB domain containing 8
LOC101286874	LOC101286874	-7.42	1	7.18	olfactory receptor 5C1
LOC101278112	FLT3	-4.08	2.41	18.74	fms related receptor tyrosine kinase 3
LOC101277971	TSPAN1	-6.48	1.18	11.44	tetraspanin 1
LOC101281734	DIRAS2	-6.24	2.27	17.44	DIRAS family GTPase 2
MARCHF1	MARCHF1	-3.21	2.74	22.25	membrane associated ring-CH-type finger 1
LOC101269315	SLC5A9	-6.91	2	15.71	solute carrier family 5 member 9
LOC101272939	TNFSF4	-4.43	3.84	166.66	TNF superfamily member 4
LOC101285939	SLC2A2	-7.9	1.51	10.83	solute carrier family 2 member 2
LOC101282614	LOC101282614	-7.05	1.15	7.99	uncharacterized LOC101282614
LOC101287197	LYNX1	2.28	4.95	97.44	Ly6/neurotoxin 1
LOC101270059	HAO1	-5.71	0.77	6.01	hydroxyacid oxidase 1
LOC125960876	LOC125960876	-4.93	1.64	17.66	uncharacterized LOC125960876
LOC101279608	TMEM74	-5.8	2.18	15.44	transmembrane protein 74
LOC101284687	PGLYRP2	-5.83	0.95	7.02	peptidoglycan recognition protein 2
LOC101275447	RNASE6	-3.41	2.02	14.95	ribonuclease A family member k6
LOC101279870	MCHR2	-6.59	1.3	8.99	melanin concentrating hormone receptor 2
LOC101277540	DNAJB3	-7.41	1.56	12.04	dnaJ homolog subfamily B member 3
LOC101284767	ZNRF4	-4.37	2.55	20.06	zinc and ring finger 4
LOC101279410	SLC1A6	-4.55	1.67	11.38	solute carrier family 1 member 6
LOC117202275	LOC117202275	-6.29	0.64	5.64	taste receptor type 2 member 143-like
LOC101290074	LOC101290074	-7.34	0.91	8.46	calcitonin related polypeptide beta
LOC101278447	P2RX3	-4.41	1.57	9.62	purinergic receptor P2X 3
LOC101277431	ESRRG	-4.66	1.51	10.9	estrogen related receptor gamma
LOC101284129	KCNA4	-4.38	2.07	19.3	potassium voltage-gated channel subfamily A member 4
LOC101271377	CALR3	-4.41	1.32	8.1	calreticulin 3
LOC117195697	LOC117195697	-7.75	1.36	8.99	phospholipid phosphatase 1-like
LOC101285248	MROH2B	-4.38	3.08	30.3	maestro heat like repeat family member 2B
LOC101282577	EYA2	-4.11	1.73	11.91	EYA transcriptional coactivator and phosphatase 2
LOC101288377	MYH14	1.94	7.29	469.72	myosin heavy chain 14
LOC101270963	HMGA2	-6.02	1.4	9.6	high mobility group AT-hook 2
LOC101288039	RXFP3	-4.76	2.22	16.26	relaxin family peptide receptor 3
LOC101289600	NTNG1	-4.9	2.41	20.14	netrin G1
LOC101277664	TMEM151B	-3.86	2.46	16.49	transmembrane protein 151B
LOC101286300	XIRP1	-3.34	2.6	22.1	xin actin binding repeat containing 1
LOC101286735	TNNI3K	-4.12	2.28	16.71	TNNI3 interacting kinase
LOC117203171	LOC117203171	-4.64	1.51	9.51	uncharacterized LOC117203171
LOC101277084	SERINC2	2.37	5.32	119.12	serine incorporator 2
LOC101275488	DGAT1	1.97	6.8	339.37	diacylglycerol O-acyltransferase 1
LOC101284509	ASIC1	-4.27	1.64	10.47	acid sensing ion channel subunit 1
LOC101273102	VGF	-4.35	1.28	8.53	VGF nerve growth factor inducible
LOC101279242	CLDN18	-6.06	0.95	6.38	claudin 18
LOC117199441	LOC117199441	-5.63	1.81	12.79	uncharacterized LOC117199441
LOC101286728	BCL6	1.62	6.5	304.3	BCL6 transcription repressor
LOC101282583	TMEM117	-3	3.34	37.52	transmembrane protein 117
CATSPERE	CATSPERE	-5.64	0.89	8.48	catsper channel auxiliary subunit epsilon
LOC101288890	CHAT	-6.26	0.79	5.63	choline O-acetyltransferase
LOC101288941	AGRP	-4.8	1.4	9.04	agouti related neuropeptide
SEPTIN14	SEPTIN14	-3.36	2.89	25.47	septin 14
LOC101273148	MYO1H	-5.6	2.16	17.01	myosin IH
LOC101279021	LOC101279021	-4.59	1.3	10.49	SIN3-HDAC complex-associated factor
LOC101272397	RBM44	-4.06	1.74	11.42	RNA binding motif protein 44
LOC101269205	BCL9	1.56	5.47	132.89	BCL9 transcription coactivator
LOC101272042	B3GAT1	-4.12	2.31	23.94	beta-1,3-glucuronyltransferase 1
LOC101276081	CNGA1	-4.78	1.23	9.01	cyclic nucleotide gated channel subunit alpha 1
LOC101285524	LOC101285524	-6.37	0.66	5.88	enolase-phosphatase E1-like
LOC101288075	CPLX3	-6.19	0.76	5.65	complexin 3
LOC101281392	PLPP2	1.98	5.09	95.04	phospholipid phosphatase 2
LOC101269594	LOC101269594	-4.05	1.37	14.66	amidophosphoribosyltransferase-like
LOC101281717	SPOCD1	-5.4	1.54	11.8	SPOC domain containing 1
LOC101283494	KCNA7	-6.59	1.7	11.33	potassium voltage-gated channel subfamily A member 7
LOC101284069	GALNT14	-5.07	1.67	14.23	polypeptide N-acetylgalactosaminyltransferase 14
LOC101287192	LOC101287192	-6.92	0.5	6.06	E3 ubiquitin-protein ligase RNF113A-like
LOC101273870	TMEM61	-4.88	1.66	16.12	transmembrane protein 61
LOC125963899	LOC125963899	-6.28	1.96	20.12	metabotropic glutamate receptor 7-like
LOC101269585	HAVCR1	-4.83	2.25	17.68	hepatitis A virus cellular receptor 1
LOC101283619	ERBB2	1.63	5.99	191.99	erb-b2 receptor tyrosine kinase 2
LOC101279986	CD3E	-6.31	0.72	5.98	T-cell surface glycoprotein CD3 epsilon chain
LOC101279575	FASN	2.76	10.52	4470.25	fatty acid synthase
TEX45	TEX45	-4.11	2.12	16.21	testis expressed 45
LOC101279532	LOC101279532	-6.45	1.3	12.94	elongin-A-like
LOC101270895	HRG	-7.34	0.95	11.04	histidine rich glycoprotein
LOC101270615	TINAG	-5.95	0.74	5.4	tubulointerstitial nephritis antigen
LOC101274741	SCUBE3	-5.74	1.93	15.11	signal peptide, CUB domain and EGF like domain containing 3
LOC101271303	LOC101271303	-4.02	2.43	27.17	alpha-2-macroglobulin
LOC101278829	ACAA1	2.4	5.91	163.3	acetyl-CoA acyltransferase 1
LOC101270858	LOC101270858	-3.9	0.77	6.9	40S ribosomal protein SA-like
LOC101270222	LOC101270222	-7.96	1.46	15.48	sodium/glucose cotransporter 1-like
LOC101271654	VIT	-3.8	1.93	13.53	vitrin
LOC101284413	SLC17A3	-4.74	2.47	20.72	solute carrier family 17 member 3
LOC101283951	KCNA3	-3.52	2.94	25.52	potassium voltage-gated channel subfamily A member 3
LOC101282804	SLC13A5	-3.97	2.55	20.13	solute carrier family 13 member 5
LOC101287835	PCDHAC1	-4.59	1.34	7.49	protocadherin alpha subfamily C, 1
LOC101274477	FAM72A	-3.38	2.12	16.24	family with sequence similarity 72 member A
LOC101287364	SPRY3	-4.18	2.13	19.78	sprouty RTK signaling antagonist 3
LOC117198983	LOC117198983	-5.77	1.07	6.7	transmembrane protein 202-like
LOC105748877	LOC105748877	-4.9	2.02	14.44	small proline-rich protein 2E-like
LOC101289207	ZSCAN5B	-7.07	1.2	11.37	zinc finger and SCAN domain containing 5B
LOC101276217	FAM180B	-1.99	5.34	137.79	family with sequence similarity 180 member B
LOC101279529	VAX1	-5.77	1.44	10.48	ventral anterior homeobox 1
LOC101278727	DUPD1	-4.75	1.64	11.67	dual specificity phosphatase 29
LOC101282729	WDR52	-2.03	4.34	67.61	cilia and flagella associated protein 44
LOC101269838	MYO5C	-2.94	3.78	42.93	myosin VC
LOC101282959	KLK5	-4.89	0.9	7.44	kallikrein related peptidase 5
LOC101287280	NXF5	-5.08	2.63	24.09	nuclear RNA export factor 2
LOC101276965	KCNA1	-6.28	2.2	20.45	potassium voltage-gated channel subfamily A member 1
LOC101270339	NCR1	-6.04	2.32	19.05	natural cytotoxicity triggering receptor 1
LOC117198211	LOC117198211	-3.95	1.72	11.21	corepressor interacting with RBPJ 1-like
LOC101286620	CAMK2N1	-4.04	1.62	14.65	calcium/calmodulin dependent protein kinase II inhibitor 1
LOC101283319	LOC101283319	-5.92	1.83	13.2	male-specific lethal 3 homolog
LOC101283810	LOC101283810	-7.38	0.88	9.06	mitochondrial genome maintenance exonuclease 1-like
LOC105748914	KLK11	-4.62	1.54	13.28	kallikrein related peptidase 11
LOC101270322	IRF4	-3.37	4.77	100.46	interferon regulatory factor 4
BPNT2	BPNT2	1.83	7.06	419.34	3'(2'), 5'-bisphosphate nucleotidase 2
LOC101285581	CHRNA9	-5.66	3.01	59.47	cholinergic receptor nicotinic alpha 9 subunit
C16H20orf96	C16H20orf96	-3.26	2.48	20.45	chromosome 16 C20orf96 homolog
LOC101284521	PLIN4	3.88	9.12	1662.75	perilipin 4
LOC101280957	CCDC34	-2.02	5.21	89.03	coiled-coil domain containing 34
NEXMIF	NEXMIF	-4.52	1.91	15.44	neurite extension and migration factor
LOC101270141	LOC101270141	-4.74	1.64	12.37	dnaJ homolog subfamily A member 1-like
LOC101282751	CFAP161	-6.23	0.52	5.69	cilia and flagella associated protein 161
LOC101286425	C6	-4.6	1.78	12.63	complement C6
LOC101269274	SLC38A11	-6.11	0.74	6.85	solute carrier family 38 member 11
LOC101290447	AIF1	-3.62	2.65	21.34	allograft inflammatory factor 1
LOC101281638	INA	-3.68	1.59	10.82	internexin neuronal intermediate filament protein alpha
LOC101285783	MORC1	-5.15	1.85	13.95	MORC family CW-type zinc finger 1
LOC101288548	LOC101288548	-5.83	0.6	5.15	tetratricopeptide repeat protein 9C-like
SLAMF1	SLAMF1	-6.81	0.65	4.87	signaling lymphocytic activation molecule family member 1
LOC101289472	LYRM1	-1.98	6.45	334.76	LYR motif containing 1
LOC101274536	LOC101274536	-4.75	1.9	14.12	RE1-silencing transcription factor-like
LOC101285107	GJB1	-4.99	0.93	6.64	gap junction protein beta 1
LOC101288433	STK32A	-5.98	2	14.74	serine/threonine kinase 32A
LOC101287546	TRIM72	-3.83	2.56	33.83	tripartite motif containing 72
LOC101284037	REN	-6.27	0.92	6.39	renin
LOC101274810	TBR1	-4.82	2.11	16.78	T-box brain transcription factor 1
LOC101275115	SERPINA3	-6.92	0.61	6.8	serpin family A member 3
LOC101277251	LOC101277251	-4.06	1.15	8.06	neuroligin-2-like
LOC101276837	CFAP77	-4.63	1.35	8.15	cilia and flagella associated protein 77
LOC101271811	PDZRN4	-3.95	2.67	20.8	PDZ domain containing ring finger 4
LOC101288169	TM4SF4	-7.04	0.51	5.96	transmembrane 4 L six family member 4
LOC101285268	DPPA2	-8.07	1.63	11.77	developmental pluripotency associated 2
LOC117195732	LOC117195732	-3.23	2.28	25.07	zinc finger protein 709-like
LOC101273146	CDH16	-8.01	2.49	19.76	cadherin 16
LOC101287246	ANKUB1	-5.61	0.76	6.25	ankyrin repeat and ubiquitin domain containing 1
LOC101275369	LOC101275369	-5.73	0.45	5.37	prorelaxin
LOC101287186	TTC29	-2.94	1.91	12.86	tetratricopeptide repeat domain 29
LOC101287380	CRAT	2.45	8.06	909.23	carnitine O-acetyltransferase
LOC125964420	LOC125964420	-4.66	1.34	8.51	uncharacterized LOC125964420
LOC101288368	LOC101288368	-6.52	0.2	4.08	MAGE family member B16
LOC101285813	HDC	-5.12	0.89	6.6	histidine decarboxylase
LOC117201200	LOC117201200	-4.03	3.13	38.58	uncharacterized LOC117201200
LOC101279774	CCER1	-6.17	0.82	7.11	coiled-coil glutamate rich protein 1
C8H11orf1	C8H11orf1	-3.57	2.34	17.04	chromosome 8 C11orf1 homolog
LOC101277712	EFCAB6	-3.71	2.68	21	EF-hand calcium binding domain 6
LOC101271669	ARHGEF38	-4.27	1.24	9.56	Rho guanine nucleotide exchange factor 38
LOC101273368	TMEM114	-6.83	1.24	14.16	transmembrane protein 114
LOC101277205	NFE2	-5.43	3.54	39.33	nuclear factor, erythroid 2
LOC101280191	CLIC6	-4.33	1.57	10.8	chloride intracellular channel 6
LOC101277292	LOC101277292	-2.97	2.55	18.38	cytochrome P450 26C1
LOC101276250	PCSK2	-7.63	1.17	11.9	proprotein convertase subtilisin/kexin type 2
LOC101289651	FMN1	-2.49	5.92	193.42	formin 1
LOC101279396	DPEP3	-5.7	1.09	8.03	dipeptidase 3
LOC101274767	ANKRD33	-5.67	0.86	5.97	ankyrin repeat domain 33
LOC101282715	SORBS1	2.75	8.24	939.11	sorbin and SH3 domain containing 1
LOC101287323	ZSWIM2	-6.63	0.56	3.9	zinc finger SWIM-type containing 2
LOC101279048	MAEL	-4.09	2.35	19.75	maelstrom spermatogenic transposon silencer
LOC101287141	NXPE4	-3.85	1.19	7.7	NXPE family member 4
LOC101272219	LOC101272219	-3.92	3.04	46.23	leucine-rich repeat-containing protein 37A3-like
LOC105748261	LOC105748261	-4.71	3.73	359.93	HMG domain-containing protein 4-like
LOC101274111	CCDC89	-2.59	4.28	63.95	coiled-coil domain containing 89
LOC101283502	SCRT2	-5.54	1.62	12.58	scratch family transcriptional repressor 2
LOC101271718	MMP20	-5.97	0.82	6.24	matrix metallopeptidase 20
LOC101277067	BEST1	-4.84	1.52	10.26	bestrophin 1
LOC117195364	AIFM3	-4.4	1.74	11.5	apoptosis inducing factor mitochondria associated 3
LOC101271533	MFSD6	1.54	5.3	117.52	major facilitator superfamily domain containing 6
LOC101271570	LOC101271570	-4.04	1.55	11.04	nephrocan-like
LOC101281796	SCRT1	-4.74	1.67	11.18	scratch family transcriptional repressor 1
LOC125961296	LOC125961296	-3.44	2.08	15.69	heterogeneous nuclear ribonucleoprotein A1-like
LOC101276732	ELMOD1	-3.74	2.2	15.12	ELMO domain containing 1
LOC101270360	CLEC19A	-4.18	2.12	17.53	C-type lectin domain containing 19A
LOC101271824	HS6ST2	-2.53	2.61	19.71	heparan sulfate 6-O-sulfotransferase 2
LOC101270683	EML6	-2.87	3.95	50.8	EMAP like 6
LOC101283171	JAK3	-3.93	2.03	14.3	Janus kinase 3
LOC101271440	FBXO43	-3.8	1.84	11.34	F-box protein 43
LOC101275391	SLC44A3	-4.38	1.61	15.45	solute carrier family 44 member 3
LOC101290059	TUBA3E	-5.38	0.69	5.55	tubulin alpha-3 chain
LOC101289409	CAPN3	-3.7	2.38	18.09	calpain 3
LOC125961083	LOC125961083	-4.1	2.23	22.29	NOP protein chaperone 1-like
LOC101272036	C3AR1	-2.14	3.96	36.87	complement C3a receptor 1
LOC101288402	LRGUK	-1.99	3.92	41.46	leucine rich repeats and guanylate kinase domain containing
LOC101286140	PCDHB5	-3.31	3.52	34.66	protocadherin beta-5
LOC101289130	PCYT1B	-3.46	2.2	17.24	phosphate cytidylyltransferase 1B, choline
LOC101274663	LOC101274663	-3.13	3.38	34.28	24-hydroxycholesterol 7-alpha-hydroxylase
LOC101289310	ASIC2	-4.45	1.79	15.15	acid sensing ion channel subunit 2
LOC101282043	LMOD2	-6.61	0.86	7.28	leiomodin 2
LOC101272107	TMBIM6	1.61	7.08	407.14	transmembrane BAX inhibitor motif containing 6
LOC101275924	ADCYAP1R1	-3.25	3.17	33.42	ADCYAP receptor type I
LOC101290429	SUSD3	-3.29	2.95	26.72	sushi domain containing 3
LOC101282512	FNDC9	-5.32	1.02	7.11	fibronectin type III domain containing 9
LOC101285775	LHX4	-6.34	0.72	6.82	LIM homeobox 4
LOC101269401	ANGPTL4	3.31	6.65	303.33	angiopoietin like 4
LOC101283053	AGPAT2	2.13	6.58	334.4	1-acylglycerol-3-phosphate O-acyltransferase 2
LOC105748709	IL25	-4.85	1.67	10.88	interleukin 25
LOC101269216	TMEM130	-6.53	0.98	7.39	transmembrane protein 130
LOC101277085	SLC25A39	1.37	6.13	223.69	solute carrier family 25 member 39
LOC101282503	CNGA4	-6.28	1.28	8.56	cyclic nucleotide gated channel subunit alpha 4
LOC101286313	FAXDC2	2.42	7.29	490.77	fatty acid hydroxylase domain containing 2
LOC101275231	DPF1	-5.89	1.99	13.12	double PHD fingers 1
LOC101277373	LOC101277373	-6.96	0.57	5.56	melanoma-associated antigen B10-like
LOC101282359	GPAT3	2.91	5.22	116.34	glycerol-3-phosphate acyltransferase 3
LOC101281511	AKAIN1	-3.22	4.34	67.93	A-kinase anchor inhibitor 1
LOC101277678	GABRA5	-5.97	1.43	9.74	gamma-aminobutyric acid type A receptor subunit alpha5
LOC101287156	CNGB3	-5.51	1.58	10.5	cyclic nucleotide gated channel subunit beta 3
LOC101286629	AQP3	3.09	5.14	107.85	aquaporin 3 (Gill blood group)
LOC101284516	PIEZO2	-1.81	5.64	158.03	piezo type mechanosensitive ion channel component 2
LOC101278059	LOC101278059	-4.82	2.48	18.89	U3 small nucleolar RNA-associated protein 14 homolog A-like
LOC101271775	CLDN10	-6.41	0.53	4.66	claudin 10
LOC101284725	DLX6	-5.02	1.76	11.96	distal-less homeobox 6
LOC101279174	LOC101279174	-3.05	2.66	20.24	cytochrome b-245 heavy chain
LOC101273945	LOC101273945	-4.05	1.89	13.25	serine/threonine-protein phosphatase 4 regulatory subunit 3A-like
LOC101275401	PCK2	3.03	5.92	179.81	phosphoenolpyruvate carboxykinase 2, mitochondrial
LOC101280655	TYR	-3.77	3.18	26.33	tyrosinase
LOC117199280	LOC117199280	-3.78	2.29	17.34	uncharacterized LOC117199280
LOC101271258	ASCL4	-6.5	1.49	9.71	achaete-scute family bHLH transcription factor 4
LOC101289099	CD86	-5.2	1.19	7.8	CD86 molecule
LOC125962773	LOC125962773	-3.78	2.31	17.16	uncharacterized LOC125962773
LOC101271845	TTC6	-3.69	2.71	22.12	tetratricopeptide repeat domain 6
LOC101287442	SLC22A10	-6.79	0.86	5.95	solute carrier family 22 member 10
LOC101285231	B4GALNT2	-4.11	2.35	22.7	beta-1,4-N-acetyl-galactosaminyltransferase 2
LOC117195828	LOC117195828	-2.87	3.44	46.2	zinc finger protein 501
LOC101277689	CCDC168	-2.11	4.15	56.51	leucine-rich repeat transmembrane protein CCDC168
LOC101284542	LRP10	1.82	6.53	277.25	LDL receptor related protein 10
LOC101283538	LOC101283538	1.98	4.73	71.28	histone H2A.J
LOC101277992	LBP	-6.45	1.41	9.86	lipopolysaccharide binding protein
LOC101284916	CYLC2	-7.89	3.2	28.36	cylicin 2
LOC101287116	SP5	-3.11	3.44	36.46	Sp5 transcription factor
LOC101290010	FSHR	-7.71	1.42	9.59	follicle stimulating hormone receptor
LOC101276781	LOC101276781	-3.34	1.96	13.86	protein enabled homolog
LOC101276094	KLF4	1.83	7.19	409.74	KLF transcription factor 4
LOC125961809	LOC125961809	-4.07	3.03	29.02	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit-like
LOC101287646	MEP1B	-2.84	2.52	18.04	meprin A subunit beta
LOC101279630	LOC101279630	-4.25	1.7	10.61	cationic amino acid transporter 3-like
LOC101272642	GPR33	-5.96	0.79	6.16	G protein-coupled receptor 33
LOC101275031	SPOCK3	-4.18	1.39	9.07	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3
LOC101279772	TCERG1L	-4.64	1.47	9.39	transcription elongation regulator 1 like
LOC101290327	LIPF	-6.14	0.85	6.43	gastric triacylglycerol lipase
LOC101282306	PHOX2B	-6.49	1.08	10.51	paired like homeobox 2B
LOC101273141	CCR6	-3.54	2	24.22	C-C motif chemokine receptor 6
LOC101273697	GUCA1A	-6.7	0.68	5.21	guanylate cyclase activator 1A
LOC101282938	LOC101282938	-4.5	1.09	7.01	chymosin-like
SHLD1	SHLD1	-2.15	6.11	230.9	shieldin complex subunit 1
LOC101270205	SLC9B1	-3.54	1.32	8.28	solute carrier family 9 member B1
LOC101278804	ILDR2	-2.92	2.54	20.62	immunoglobulin like domain containing receptor 2
LOC101282472	HRC	-3.1	2.32	14.65	histidine rich calcium binding protein
TBXT	TBXT	-7.24	0.88	8.58	T-box transcription factor T
LOC101287160	GALNT5	-2.8	2.38	15.05	polypeptide N-acetylgalactosaminyltransferase 5
CDIN1	CDIN1	-2.84	10.79	26413.97	CDAN1 interacting nuclease 1
LOC101274390	PTPN5	-3.63	1.53	8.65	protein tyrosine phosphatase non-receptor type 5
LOC101276249	LRFN5	-5.82	1.5	10.15	leucine rich repeat and fibronectin type III domain containing 5
LOC101273579	LOC101273579	-5.65	0.96	8.06	transcription factor CP2-like protein 1
LOC101279658	FER1L5	-5.41	2.39	23.23	fer-1 like family member 5
LOC101271671	LOC101271671	-5.49	0.72	5.94	uroporphyrinogen-III synthase-like
LOC105747834	OXCT2	-4.37	1.05	9	succinyl-CoA:3-ketoacid coenzyme A transferase 2, mitochondrial
LOC101273301	TRIM6	-4.02	1.6	12.71	tripartite motif-containing protein 6
LOC125962029	LOC125962029	-6.11	0.37	3.67	small integral membrane protein 36
LOC101276471	FBXL13	-3.7	1.56	11.52	F-box and leucine rich repeat protein 13
LOC101275230	IRX6	-7.28	0.94	7.8	iroquois homeobox 6
LOC101277285	LSAMP	-2.14	3.59	40.73	limbic system associated membrane protein
LOC101279140	LOC101279140	-6.6	0.69	5.51	chromodomain Y-like protein
LOC101273018	PTPRT	-2.63	3.85	45.12	protein tyrosine phosphatase receptor type T
LOC101273430	FRK	-3.77	1.58	10.99	fyn related Src family tyrosine kinase
LOC101283936	GMNC	-4.13	1.72	11.27	geminin coiled-coil domain containing
LOC101282725	LOC101282725	-5.84	0.54	5.58	hypoxanthine-guanine phosphoribosyltransferase-like
LOC101284367	LOC101284367	-4.29	1.4	10.77	transmembrane protein 168-like
LOC101280450	CEBPE	-5.6	0.41	4.26	CCAAT enhancer binding protein epsilon
LOC101284397	RRH	-2.51	1.86	19.6	retinal pigment epithelium-derived rhodopsin homolog
LOC101276671	PCSK4	-3.78	1.39	8.47	proprotein convertase subtilisin/kexin type 4
LOC117196874	TEX13D	-5.92	0.88	9.59	TEX13 family member D
LOC101279077	TAPBPL	1.69	4.48	73.24	TAP binding protein like
LOC101285439	LOC101285439	-6.05	0.52	5.14	probable ATP-dependent RNA helicase DDX27
LOC125963148	LOC125963148	-3.89	2.44	27.91	protein NYNRIN-like
LOC101284013	PIWIL1	-3.26	2.31	15.22	piwi like RNA-mediated gene silencing 1
LOC101278088	GUCD1	1.8	4.48	90.95	guanylyl cyclase domain containing 1
LOC101279676	MYOT	-4.82	0.95	6.31	myotilin
LOC101286127	EPB42	-4.38	1.36	9.42	erythrocyte membrane protein band 4.2
LOC117197074	LOC117197074	2.52	6.63	295.3	leukocyte elastase inhibitor-like
LOC101280568	LOC101280568	-3.12	2.52	19.13	small integral membrane protein 7-like
LOC117201496	LOC117201496	-3.93	2.18	19.32	uncharacterized LOC117201496
LOC125961093	LOC125961093	-5.46	1.68	11.64	uncharacterized LOC125961093
LOC101282880	LY9	-3.53	2.13	14.29	lymphocyte antigen 9
PGAP4	PGAP4	-2.98	2.57	21.57	post-GPI attachment to proteins GalNAc transferase 4
NKY04_mgp11	COI	-2.3	14.49	76606.12	NA
LOC101284193	AK5	-3.24	6.39	912.01	adenylate kinase 5
LOC101274488	LOC101274488	-4.65	1.63	17.75	heterogeneous nuclear ribonucleoprotein A1 like 3
LOC101273170	CD1B	-3.91	1.45	11.96	T-cell surface glycoprotein CD1b-2
LOC101284544	BTBD18	-3.72	2.73	22.38	BTB domain containing 18
SSPOP	SSPOP	-2.04	4.99	130.48	SCO-spondin
LOC101275133	JUP	2.18	8.85	1437.54	junction plakoglobin
ZSWIM9	ZSWIM9	-2.16	4.18	50.88	zinc finger SWIM-type containing 9
LOC101288385	Oror-DOA	-5.01	1.48	9.37	HLA class II histocompatibility antigen, DO alpha chain
LOC101285190	TGM5	-3.82	2.53	27.21	uncharacterized LOC101285190
LOC101286166	ADRB1	-3.54	2.32	17.37	adrenoceptor beta 1
LOC101274629	SCG2	-3.91	3.51	45.9	secretogranin II
LOC101285391	FERD3L	-4.36	2.07	15.28	Fer3 like bHLH transcription factor
LOC101281928	GDPD5	2.08	4.82	79.4	glycerophosphodiester phosphodiesterase domain containing 5
LOC101275660	SYCE1	-4.59	1.69	11.09	synaptonemal complex central element protein 1
LOC117202316	SMKR1	-3.62	2.67	20.87	small lysine rich protein 1
LOC101278865	WNT7A	-5.2	1.26	12.48	Wnt family member 7A
LOC101282502	TNFRSF1A	1.79	5.32	134.27	TNF receptor superfamily member 1A
LOC101271265	GNG4	-3.51	2.37	17.91	G protein subunit gamma 4
LOC101272067	LOC101272067	-3.73	1.48	10.38	lysine-specific demethylase 4D-like
LOC101280319	TMEM253	-2.48	4.83	95.78	transmembrane protein 253
LOC101289189	LOC101289189	-5.64	1.35	11.59	zinc finger protein 239-like
LOC101274055	RNF166	1.45	4.94	100.75	ring finger protein 166
LOC101278474	TNR	-3.7	2.76	22.93	tenascin R
LOC101273067	TXLNB	-4.24	1.98	16.26	taxilin beta
LOC125963848	LOC125963848	-3.63	2.78	55.75	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit-like
LOC101275482	DAG1	1.67	6.89	348.57	dystroglycan 1
LOC101284906	LOC101284906	-5.51	1.31	7.42	transcriptional enhancer factor TEF-4-like
LOC101287493	LOC101287493	-3.29	1.93	13.52	2-iminobutanoate/2-iminopropanoate deaminase-like
LOC101283244	GDF6	-4.27	1.92	12.76	growth differentiation factor 6
LOC101275952	KY	-4.06	1.89	12.9	kyphoscoliosis peptidase
LOC101270228	MSTN	-7.06	0.63	5.78	myostatin
LOC101274949	PSD2	-2.48	3.52	40.59	pleckstrin and Sec7 domain containing 2
LOC117203566	LOC117203566	-5.59	1.51	9.86	cytochrome c oxidase subunit NDUFA4-like
C6H9orf85	C6H9orf85	-2.69	3.49	38.25	chromosome 6 C9orf85 homolog
LOC101276629	LOC101276629	-4.79	2.5	21.35	AN1-type zinc finger protein 1-like
